date,sku,store,value
2022-02-07,SKU002,CHI,195.13
2022-02-07,SKU003,NYC,622.86
2022-02-07,SKU003,LA,452.71
2022-02-07,SKU003,CHI,397.20
2022-02-07,SKU004,NYC,430.70
2022-02-07,SKU004,LA,274.91
2022-02-07,SKU004,CHI,310.88
2022-02-07,SKU005,NYC,614.36
2022-02-07,SKU005,LA,387.86
2022-02-07,SKU005,CHI,304.04
2022-02-08,SKU001,NYC,444.41
2022-02-08,SKU001,LA,341.84
2022-02-08,SKU001,CHI,296.88
2022-02-08,SKU002,NYC,237.08
2022-02-08,SKU002,LA,260.21
2022-02-08,SKU002,CHI,251.45
2022-02-08,SKU003,NYC,529.65
2022-02-08,SKU003,LA,483.29
2022-02-08,SKU003,CHI,338.27
2022-02-08,SKU004,NYC,412.02
2022-02-08,SKU004,LA,315.48
2022-02-08,SKU004,CHI,308.31
2022-02-08,SKU005,NYC,540.73
2022-02-08,SKU005,LA,425.04
2022-02-08,SKU005,CHI,372.62
2022-02-09,SKU001,NYC,433.00
2022-02-09,SKU001,LA,329.17
2022-02-09,SKU001,CHI,313.24
2022-02-09,SKU002,NYC,313.07
2022-02-09,SKU002,LA,269.95
2022-02-09,SKU002,CHI,220.41
2022-02-09,SKU003,NYC,564.24
2022-02-09,SKU003,LA,516.38
2022-02-09,SKU003,CHI,465.27
2022-02-09,SKU004,NYC,343.39
2022-02-09,SKU004,LA,377.72
2022-02-09,SKU004,CHI,251.20
2022-02-09,SKU005,NYC,487.87
2022-02-09,SKU005,LA,547.19
2022-02-09,SKU005,CHI,357.71
2022-02-10,SKU001,NYC,608.35
2022-02-10,SKU001,LA,482.31
2022-02-10,SKU001,CHI,296.74
2022-02-10,SKU002,NYC,378.30
2022-02-10,SKU002,LA,295.12
2022-02-10,SKU002,CHI,215.75
2022-02-10,SKU003,NYC,573.97
2022-02-10,SKU003,LA,587.24
2022-02-10,SKU003,CHI,492.48
2022-02-10,SKU004,NYC,470.66
2022-02-10,SKU004,LA,365.93
2022-02-10,SKU004,CHI,277.86
2022-02-10,SKU005,NYC,558.77
2022-02-10,SKU005,LA,487.94
2022-02-10,SKU005,CHI,370.60
2022-02-11,SKU001,NYC,522.62
2022-02-11,SKU001,LA,443.54
2022-02-11,SKU001,CHI,323.78
2022-02-11,SKU002,NYC,364.02
2022-02-11,SKU002,LA,286.95
2022-02-11,SKU002,CHI,248.34
2022-02-11,SKU003,NYC,730.84
2022-02-11,SKU003,LA,589.96
2022-02-11,SKU003,CHI,485.60
2022-02-11,SKU004,NYC,376.99
2022-02-11,SKU004,LA,362.08
2022-02-11,SKU004,CHI,309.40
2022-02-11,SKU005,NYC,657.90
2022-02-11,SKU005,LA,432.88
2022-02-11,SKU005,CHI,418.73
2022-02-12,SKU001,NYC,774.86
2022-02-12,SKU001,LA,565.91
2022-02-12,SKU001,CHI,456.60
2022-02-12,SKU002,NYC,504.77
2022-02-12,SKU002,LA,412.46
2022-02-12,SKU002,CHI,343.73
2022-02-12,SKU003,NYC,908.15
2022-02-12,SKU003,LA,762.80
2022-02-12,SKU003,CHI,554.05
2022-02-12,SKU004,NYC,575.30
2022-02-12,SKU004,LA,548.85
2022-02-12,SKU004,CHI,382.22
2022-02-12,SKU005,NYC,787.99
2022-02-12,SKU005,LA,635.09
2022-02-12,SKU005,CHI,576.39
2022-02-13,SKU001,NYC,630.44
2022-02-13,SKU001,LA,626.77
2022-02-13,SKU001,CHI,416.51
2022-02-13,SKU002,NYC,430.59
2022-02-13,SKU002,LA,409.54
2022-02-13,SKU002,CHI,325.20
2022-02-13,SKU003,NYC,925.71
2022-02-13,SKU003,LA,828.73
2022-02-13,SKU003,CHI,574.59
2022-02-13,SKU004,NYC,609.30
2022-02-13,SKU004,LA,441.97
2022-02-13,SKU004,CHI,437.95
2022-02-13,SKU005,NYC,849.78
2022-02-13,SKU005,LA,701.76
2022-02-13,SKU005,CHI,542.83
2022-02-14,SKU001,NYC,579.68
2022-02-14,SKU001,LA,507.08
2022-02-14,SKU001,CHI,440.44
2022-02-14,SKU002,NYC,438.57
2022-02-14,SKU002,LA,370.71
2022-02-14,SKU002,CHI,253.11
2022-02-14,SKU003,NYC,835.29
2022-02-14,SKU003,LA,636.39
2022-02-14,SKU003,CHI,487.70
2022-02-14,SKU004,NYC,524.16
2022-02-14,SKU004,LA,361.30
2022-02-14,SKU004,CHI,379.72
2022-02-14,SKU005,NYC,791.65
2022-02-14,SKU005,LA,604.67
2022-02-14,SKU005,CHI,438.00
2022-02-15,SKU001,NYC,405.61
2022-02-15,SKU001,LA,367.66
2022-02-15,SKU001,CHI,226.26
2022-02-15,SKU002,NYC,318.52
2022-02-15,SKU002,LA,278.05
2022-02-15,SKU002,CHI,202.08
2022-02-15,SKU003,NYC,555.36
2022-02-15,SKU003,LA,495.73
2022-02-15,SKU003,CHI,403.15
2022-02-15,SKU004,NYC,420.54
2022-02-15,SKU004,LA,316.47
2022-02-15,SKU004,CHI,235.28
2022-02-15,SKU005,NYC,495.58
2022-02-15,SKU005,LA,440.83
2022-02-15,SKU005,CHI,400.27
2022-02-16,SKU001,NYC,432.24
2022-02-16,SKU001,LA,332.95
2022-02-16,SKU001,CHI,271.79
2022-02-16,SKU002,NYC,246.49
2022-02-16,SKU002,LA,268.46
2022-02-16,SKU002,CHI,179.61
2022-02-16,SKU003,NYC,510.60
2022-02-16,SKU003,LA,389.46
2022-02-16,SKU003,CHI,344.88
2022-02-16,SKU004,NYC,399.30
2022-02-16,SKU004,LA,273.57
2022-02-16,SKU004,CHI,207.81
2022-02-16,SKU005,NYC,527.24
2022-02-16,SKU005,LA,416.95
2022-02-16,SKU005,CHI,360.26
2022-02-17,SKU001,NYC,562.44
2022-02-17,SKU001,LA,436.02
2022-02-17,SKU001,CHI,303.80
2022-02-17,SKU002,NYC,361.19
2022-02-17,SKU002,LA,320.01
